from,to,gender,age,rate,ratemavg
MA,PR,m,70-74,0.000164629,0.000152002
MA,PR,m,75-79,0,6.69908E-05
MA,PR,m,80-84,0.000196677,0.000120435
MA,PR,m,85-89,0,6.56E-05
MA,PR,m,90-94,0,6.56E-05
MA,PR,m,95-99,0,0
MA,PR,f,00-04,8.60243E-05,8.60243E-05
MA,PR,f,05-09,0.0002295,0.000157762
MA,PR,f,10-14,0.000186676,0.0001674
MA,PR,f,15-19,0.000174498,0.000196891
MA,PR,f,20-24,0.000409261,0.000256812
MA,PR,f,25-29,0.00016336,0.00024904
MA,PR,f,30-34,6.30E-05,0.000211863
MA,PR,f,35-39,0.000305273,0.000177201
MA,PR,f,40-44,9.23955E-05,0.000153546
MA,PR,f,45-49,0.000247647,0.000215105
MA,PR,f,50-54,0.000258793,0.000199612
MA,PR,f,55-59,0.000269631,0.00025869
MA,PR,f,60-64,0.000179836,0.000236086
MA,PR,f,65-69,5.66E-05,0.000168693
MA,PR,f,70-74,0.000272098,0.000169515
MA,PR,f,75-79,0.000203733,0.000177481
MA,PR,f,80-84,8.769E-05,0.00018784
MA,PR,f,85-89,0,9.71411E-05
MA,PR,f,90-94,0,2.92E-05
MA,PR,f,95-99,0,0
MA,RI,m,00-04,0.000892959,0.000892959
MA,RI,m,05-09,0.000423521,0.00065824
MA,RI,m,10-14,0.000518658,0.000611713
MA,RI,m,15-19,0.002447376,0.001129852
MA,RI,m,20-24,0.002115548,0.001693861
MA,RI,m,25-29,0.002408155,0.002323693
MA,RI,m,30-34,0.001053824,0.001859176
MA,RI,m,35-39,0.000936957,0.001466312
MA,RI,m,40-44,0.000660783,0.000883855
MA,RI,m,45-49,0.000365112,0.000654284
MA,RI,m,50-54,0.000470541,0.000498812
MA,RI,m,55-59,0.000447598,0.00042775
MA,RI,m,60-64,0.000160578,0.000359572
MA,RI,m,65-69,0.000430931,0.000346369
MA,RI,m,70-74,0.000254101,0.00028187
MA,RI,m,75-79,0.000184312,0.000289781
MA,RI,m,80-84,0.000501208,0.000313207
MA,RI,m,85-89,9.56E-05,0.00024793
MA,RI,m,90-94,0,0.000186493
MA,RI,m,95-99,0,1.94E-05
MA,RI,f,00-04,0.000776088,0.000776088
MA,RI,f,05-09,0.00059317,0.000684629
MA,RI,f,10-14,0.000186676,0.000518645
MA,RI,f,15-19,0.003383249,0.001387698
MA,RI,f,20-24,0.003224521,0.002264815
MA,RI,f,25-29,0.001867598,0.002825123
MA,RI,f,30-34,0.000765083,0.001952401
MA,RI,f,35-39,0.000841058,0.001157913
MA,RI,f,40-44,0.000445429,0.000683857
MA,RI,f,45-49,0.00041709,0.000567859
MA,RI,f,50-54,0.000536071,0.000466197
MA,RI,f,55-59,0.000293077,0.000415413
MA,RI,f,60-64,0.000143869,0.000324339
MA,RI,f,65-69,0.000283063,0.000240003
MA,RI,f,70-74,0.000234063,0.000220331
MA,RI,f,75-79,0.000235347,0.000250824
MA,RI,f,80-84,0.000135521,0.000201643
MA,RI,f,85-89,0.000307448,0.000201648
MA,RI,f,90-94,0.000661147,0.000244757
MA,RI,f,95-99,0.001634257,0.000226444
MA,SC,m,00-04,0.000105159,0.000105159
MA,SC,m,05-09,8.43599E-05,9.47593E-05
MA,SC,m,10-14,0.000175546,0.000121688
MA,SC,m,15-19,0.000525353,0.000261753
MA,SC,m,20-24,0.000297587,0.000332829
MA,SC,m,25-29,0.000213058,0.000345333
MA,SC,m,30-34,0.000232199,0.000247615
MA,SC,m,35-39,0.000208031,0.000217762
MA,SC,m,40-44,0.000238976,0.000226402
MA,SC,m,45-49,0.000118969,0.000188659
MA,SC,m,50-54,0.000186546,0.000181497
MA,SC,m,55-59,0.000177469,0.000160994
MA,SC,m,60-64,0.000168134,0.000177383
MA,SC,m,65-69,0.000269981,0.000205195
MA,SC,m,70-74,0.00019326,0.000210458
MA,SC,m,75-79,0.00037335,0.000278863
MA,SC,m,80-84,0,0.00018887
MA,SC,m,85-89,0.000339918,0.000193511
MA,SC,m,90-94,0,6.90612E-05
MA,SC,m,95-99,0,6.90612E-05
MA,SC,f,00-04,0.000119686,0.000119686
MA,SC,f,05-09,3.18E-05,7.57314E-05
MA,SC,f,10-14,9.5035E-05,8.2166E-05
MA,SC,f,15-19,0.0005134,0.000213404
MA,SC,f,20-24,0.000375274,0.000327903
MA,SC,f,25-29,0.000488607,0.000459094
MA,SC,f,30-34,0.000163722,0.000342534
MA,SC,f,35-39,8.09908E-05,0.00024444
MA,SC,f,40-44,7.99841E-05,0.000108232
MA,SC,f,45-49,0.000169443,0.000110139
MA,SC,f,50-54,0.000162406,0.000137278
MA,SC,f,55-59,0.000134815,0.000155555
MA,SC,f,60-64,0.000135305,0.000144175
MA,SC,f,65-69,0.00027174,0.00018062
MA,SC,f,70-74,0.000163844,0.000190296
MA,SC,f,75-79,0.000200221,0.000211935
MA,SC,f,80-84,0.000187338,0.000183801
MA,SC,f,85-89,0.000148234,0.000166806
MA,SC,f,90-94,0,0.000100065
MA,SC,f,95-99,0,3.76E-05
MA,SD,m,00-04,0,0
MA,SD,m,05-09,0,0
MA,SD,m,10-14,0,0
MA,SD,m,15-19,2.56E-05,8.54E-06
MA,SD,m,20-24,0.000139626,5.51E-05
MA,SD,m,25-29,0,5.51E-05
MA,SD,m,30-34,7.14457E-05,7.03573E-05
MA,SD,m,35-39,0,2.38E-05
MA,SD,m,40-44,0,2.38E-05
MA,SD,m,45-49,0,0
MA,SD,m,50-54,0,0
MA,SD,m,55-59,0,0
MA,SD,m,60-64,0,0
MA,SD,m,65-69,0,0
MA,SD,m,70-74,0,0
MA,SD,m,75-79,0,0
MA,SD,m,80-84,0,0
MA,SD,m,85-89,0,0
MA,SD,m,90-94,0,0
MA,SD,m,95-99,0,0
MA,SD,f,00-04,0,0
MA,SD,f,05-09,0,0
MA,SD,f,10-14,1.02E-05,3.39E-06
MA,SD,f,15-19,0,3.39E-06
MA,SD,f,20-24,0,3.39E-06
MA,SD,f,25-29,0,0
MA,SD,f,30-34,0,0
MA,SD,f,35-39,0,0
MA,SD,f,40-44,0,0
MA,SD,f,45-49,0,0
MA,SD,f,50-54,0,0
MA,SD,f,55-59,0,0
MA,SD,f,60-64,0,0
MA,SD,f,65-69,0,0
MA,SD,f,70-74,0,0
MA,SD,f,75-79,0,0
MA,SD,f,80-84,0,0
MA,SD,f,85-89,0,0
MA,SD,f,90-94,0,0
MA,SD,f,95-99,0,0
MA,TN,m,00-04,0.000187147,0.000187147
MA,TN,m,05-09,0.000113628,0.000150387
MA,TN,m,10-14,6.70266E-05,0.0001226
MA,TN,m,15-19,0.000338846,0.000173167
MA,TN,m,20-24,0.000392082,0.000265985
MA,TN,m,25-29,0.000411112,0.00038068
MA,TN,m,30-34,0.000485506,0.000429566
MA,TN,m,35-39,0.000111386,0.000336001
MA,TN,m,40-44,0.000279285,0.000292059
MA,TN,m,45-49,0.000117602,0.000169424
MA,TN,m,50-54,0.000178193,0.000191693
MA,TN,m,55-59,0.000215161,0.000170319
MA,TN,m,60-64,8.50117E-05,0.000159455
MA,TN,m,65-69,3.37E-05,0.000111307
MA,TN,m,70-74,0.000118103,7.89542E-05
MA,TN,m,75-79,0,5.06E-05
MA,TN,m,80-84,0,3.94E-05
MA,TN,m,85-89,0,0
MA,TN,m,90-94,0,0
MA,TN,m,95-99,0,0
MA,TN,f,00-04,6.91934E-05,6.91934E-05
MA,TN,f,05-09,0.000102392,8.57929E-05
MA,TN,f,10-14,2.38E-05,6.51E-05
MA,TN,f,15-19,0.000223531,0.000116561
MA,TN,f,20-24,0.000363945,0.000203745
MA,TN,f,25-29,0.000429739,0.000339071
MA,TN,f,30-34,0.000209375,0.000334353
MA,TN,f,35-39,4.98E-05,0.000229651
MA,TN,f,40-44,7.3089E-05,0.000110768
MA,TN,f,45-49,4.69E-05,5.66E-05
MA,TN,f,50-54,3.30E-05,5.10E-05
MA,TN,f,55-59,0.000216877,9.89363E-05
MA,TN,f,60-64,0.000119891,0.000123259
MA,TN,f,65-69,3.17E-05,0.000122823
MA,TN,f,70-74,6.7293E-05,7.29622E-05
MA,TN,f,75-79,0,3.30E-05
MA,TN,f,80-84,0,2.24E-05
MA,TN,f,85-89,0,0
MA,TN,f,90-94,0,0
MA,TN,f,95-99,0,0
MA,TX,m,00-04,0.000771759,0.000771759
MA,TX,m,05-09,0.000497551,0.000634655
MA,TX,m,10-14,0.000416522,0.000561944
MA,TX,m,15-19,0.000570912,0.000494995
MA,TX,m,20-24,0.001888479,0.000958638
MA,TX,m,25-29,0.001753977,0.001404456
MA,TX,m,30-34,0.000958022,0.001533493
MA,TX,m,35-39,0.00082557,0.00117919
MA,TX,m,40-44,0.000532657,0.000772083
MA,TX,m,45-49,0.000458099,0.000605442
MA,TX,m,50-54,0.000434346,0.000475034
MA,TX,m,55-59,0.000279552,0.000390666
MA,TX,m,60-64,0.000207806,0.000307235
MA,TX,m,65-69,7.00912E-05,0.000185817
MA,TX,m,70-74,3.94E-05,0.000105755
MA,TX,m,75-79,8.97929E-05,6.64E-05
MA,TX,m,80-84,0,4.31E-05
MA,TX,m,85-89,0.000138092,5.80E-05
MA,TX,m,90-94,7.71E-05,3.66E-05
MA,TX,m,95-99,0,3.66E-05
MA,TX,f,00-04,0.000781699,0.000781699
MA,TX,f,05-09,0.00075382,0.000767759
MA,TX,f,10-14,0.000432749,0.000656089
MA,TX,f,15-19,0.000305733,0.000497434
MA,TX,f,20-24,0.00140763,0.00071537
MA,TX,f,25-29,0.001598276,0.001103879
MA,TX,f,30-34,0.001068913,0.001358273
MA,TX,f,35-39,0.000638581,0.001101923
MA,TX,f,40-44,0.00073089,0.000812794
MA,TX,f,45-49,0.000310211,0.000559894
MA,TX,f,50-54,0.000274637,0.000438579
MA,TX,f,55-59,0.000256442,0.00028043
MA,TX,f,60-64,0.000106189,0.000212423
MA,TX,f,65-69,0.000101903,0.000154844
MA,TX,f,70-74,0,6.93638E-05
MA,TX,f,75-79,0.000129968,7.72901E-05
MA,TX,f,80-84,0.000135521,8.84962E-05
MA,TX,f,85-89,0.000109803,0.000116362
MA,TX,f,90-94,0.00019925,0.000109674
MA,TX,f,95-99,0,6.45E-05
MA,UT,m,00-04,6.24E-05,6.24E-05
MA,UT,m,05-09,4.48E-05,5.36E-05
MA,UT,m,10-14,0,3.57E-05
MA,UT,m,15-19,0.000121016,5.53E-05
MA,UT,m,20-24,0.000486576,0.000202531
MA,UT,m,25-29,0.00040511,0.000337568
MA,UT,m,30-34,9.58022E-05,0.000329163
MA,UT,m,35-39,0.000150699,0.000217204
MA,UT,m,40-44,0,8.21672E-05
MA,UT,m,45-49,1.64E-05,5.57E-05
MA,UT,m,50-54,0,5.47E-06
MA,UT,m,55-59,3.14E-05,1.59E-05
MA,UT,m,60-64,0.000173802,6.8404E-05
MA,UT,m,65-69,0,6.8404E-05
MA,UT,m,70-74,6.08E-05,7.82142E-05
MA,UT,m,75-79,0,2.03E-05
MA,UT,m,80-84,0,2.03E-05
MA,UT,m,85-89,0,0
MA,UT,m,90-94,0,0
MA,UT,m,95-99,0,0
MA,UT,f,00-04,0.000129036,0.000129036
MA,UT,f,05-09,0.000317769,0.000223403
MA,UT,f,10-14,0,0.000148935
MA,UT,f,15-19,0.000207667,0.000175146
MA,UT,f,20-24,0.000179848,0.000129172
MA,UT,f,25-29,0.000203096,0.00019687
MA,UT,f,30-34,0.000248731,0.000210558
MA,UT,f,35-39,6.07E-05,0.000170857
MA,UT,f,40-44,8.41212E-05,0.000131198
MA,UT,f,45-49,1.56E-05,5.35E-05
MA,UT,f,50-54,2.11E-05,4.03E-05
MA,UT,f,55-59,4.40E-06,1.37E-05
MA,UT,f,60-64,2.91E-05,1.82E-05
MA,UT,f,65-69,0.000192483,7.53316E-05
MA,UT,f,70-74,0.000117031,0.000112877
MA,UT,f,75-79,0,0.000103171
MA,UT,f,80-84,0,3.90E-05
MA,UT,f,85-89,0,0
MA,UT,f,90-94,0,0
MA,UT,f,95-99,0,0
MA,VA,m,00-04,0.000686206,0.000686206
MA,VA,m,05-09,0.00039081,0.000538508
MA,VA,m,10-14,0.000258531,0.000445182
MA,VA,m,15-19,0.000851385,0.000500242
MA,VA,m,20-24,0.00104367,0.000717862
MA,VA,m,25-29,0.001461397,0.001118818
MA,VA,m,30-34,0.000964517,0.001156528
MA,VA,m,35-39,0.000517619,0.000981178
MA,VA,m,40-44,0.000404532,0.000628889
MA,VA,m,45-49,0.000284432,0.000402194
MA,VA,m,50-54,0.0001239,0.000270954
MA,VA,m,55-59,0.000190033,0.000199455
MA,VA,m,60-64,0.000389164,0.000234366
MA,VA,m,65-69,2.60E-05,0.000201719
MA,VA,m,70-74,4.29E-05,0.00015269
MA,VA,m,75-79,0.0001276,6.55E-05
MA,VA,m,80-84,0.000367976,0.000179508
MA,VA,m,85-89,0,0.000165192
MA,VA,m,90-94,0,0.000122659
MA,VA,m,95-99,0,0
MA,VA,f,00-04,0.000617131,0.000617131
MA,VA,f,05-09,0.000282462,0.000449796
MA,VA,f,10-14,0.000193464,0.000364352
MA,VA,f,15-19,0.000865281,0.000447069
MA,VA,f,20-24,0.001096082,0.000718276
MA,VA,f,25-29,0.00140401,0.001121791
MA,VA,f,30-34,0.001004369,0.001168154
MA,VA,f,35-39,0.00047037,0.000959583
MA,VA,f,40-44,0.000195823,0.000556854
MA,VA,f,45-49,0.000303694,0.000323296
MA,VA,f,50-54,0.000159765,0.000219761
MA,VA,f,55-59,0.000372208,0.000278555
MA,VA,f,60-64,0.000203814,0.000245262
MA,VA,f,65-69,0.000169838,0.00024862
MA,VA,f,70-74,8.48477E-05,0.000152833
MA,VA,f,75-79,4.22E-05,9.89456E-05
MA,VA,f,80-84,8.769E-05,7.15631E-05
MA,VA,f,85-89,7.69E-05,6.28E-05
MA,VA,f,90-94,0.000588692,0.000156973
MA,VA,f,95-99,0,0.000127743
MA,VT,m,00-04,0.000163976,0.000163976
MA,VT,m,05-09,7.9195E-05,0.000121586
MA,VT,m,10-14,0.000185121,0.000142764
MA,VT,m,15-19,0.001279925,0.000514747
MA,VT,m,20-24,0.000929431,0.000798159
MA,VT,m,25-29,0.000642175,0.00095051
MA,VT,m,30-34,0.000220832,0.000597479
MA,VT,m,35-39,0.000271914,0.000378307
MA,VT,m,40-44,0.000174193,0.000222313
MA,VT,m,45-49,0.000139481,0.000195196
MA,VT,m,50-54,0.000175409,0.000163028
MA,VT,m,55-59,0.0001225,0.000145797
MA,VT,m,60-64,0.00017758,0.000158496
MA,VT,m,65-69,5.45E-05,0.000118199
MA,VT,m,70-74,0.000182523,0.000138206
MA,VT,m,75-79,0,7.90129E-05
MA,VT,m,80-84,0,6.08E-05
MA,VT,m,85-89,0,0
MA,VT,m,90-94,0,0
MA,VT,m,95-99,0,0
MA,VT,f,00-04,3.18E-05,3.18E-05
MA,VT,f,05-09,3.53E-05,3.35E-05
MA,VT,f,10-14,8.82468E-05,5.18E-05
MA,VT,f,15-19,0.001247447,0.000457
MA,VT,f,20-24,0.001115908,0.000817201
MA,VT,f,25-29,0.000807968,0.001057108
MA,VT,f,30-34,0.00050061,0.000808162
MA,VT,f,35-39,0.000158867,0.000489148
MA,VT,f,40-44,0.00012825,0.000262576
MA,VT,f,45-49,2.74E-05,0.00010483
MA,VT,f,50-54,0.000109591,8.84043E-05
MA,VT,f,55-59,0.000124558,8.71734E-05
MA,VT,f,60-64,2.23E-05,8.54713E-05
MA,VT,f,65-69,0.000131341,9.27214E-05
MA,VT,f,70-74,0.000149215,0.00010094
MA,VT,f,75-79,2.46E-05,0.000101715
MA,VT,f,80-84,0,5.79E-05
MA,VT,f,85-89,4.39E-05,1.93E-05
MA,VT,f,90-94,0,1.11E-05
MA,VT,f,95-99,0,1.11E-05
MA,WA,m,00-04,0.000281612,0.000281612
MA,WA,m,05-09,0.000173885,0.000227748
MA,WA,m,10-14,0.000207463,0.000220987
MA,WA,m,15-19,0.000173694,0.000185014
MA,WA,m,20-24,0.000524656,0.000301938
MA,WA,m,25-29,0.000642175,0.000446842
MA,WA,m,30-34,0.000636516,0.000601116
MA,WA,m,35-39,0.000411147,0.000563279
MA,WA,m,40-44,2.45E-05,0.000357379
MA,WA,m,45-49,4.24E-05,0.000159337
MA,WA,m,50-54,9.46651E-05,5.38E-05
MA,WA,m,55-59,5.50E-05,6.40E-05
MA,WA,m,60-64,3.78E-05,6.25E-05
MA,WA,m,65-69,6.23E-05,5.17E-05
MA,WA,m,70-74,0,3.34E-05
MA,WA,m,75-79,5.67E-05,3.97E-05
MA,WA,m,80-84,0,1.89E-05
MA,WA,m,85-89,0,1.89E-05
MA,WA,m,90-94,0.000668594,7.40827E-05
MA,WA,m,95-99,0,7.40827E-05
MA,WA,f,00-04,0.000274904,0.000274904
MA,WA,f,05-09,0.000104158,0.000189531
MA,WA,f,10-14,0.000251164,0.000210075
MA,WA,f,15-19,5.62E-05,0.000137188
MA,WA,f,20-24,0.000638673,0.00031536
MA,WA,f,25-29,0.000518041,0.000404319
MA,WA,f,30-34,0.000650163,0.000602293
MA,WA,f,35-39,7.47607E-05,0.000414322
MA,WA,f,40-44,0.000153073,0.000292666
MA,WA,f,45-49,0.000157712,0.000128515
MA,WA,f,50-54,0.00010695,0.000139245
MA,WA,f,55-59,4.69E-05,0.000103852
MA,WA,f,60-64,0.000130167,9.46698E-05
MA,WA,f,65-69,9.058E-05,8.92131E-05
MA,WA,f,70-74,0.000114105,0.000111617
MA,WA,f,75-79,0,6.82285E-05
MA,WA,f,80-84,0,3.80E-05
MA,WA,f,85-89,2.75E-05,6.97E-06
MA,WA,f,90-94,0.000561522,0.000110208
MA,WA,f,95-99,0,0.000110208
MA,WI,m,00-04,0,0
MA,WI,m,05-09,0,0
MA,WI,m,10-14,0,0
MA,WI,m,15-19,3.70E-05,1.23E-05
MA,WI,m,20-24,7.47494E-05,3.73E-05
MA,WI,m,25-29,0.000352596,0.000154787
MA,WI,m,30-34,1.79E-05,0.000148402
MA,WI,m,35-39,0.000221135,0.000197197
MA,WI,m,40-44,5.18E-05,9.69408E-05
MA,WI,m,45-49,0,9.0987E-05
MA,WI,m,50-54,0,1.73E-05
MA,WI,m,55-59,0,0
MA,WI,m,60-64,0,0
MA,WI,m,65-69,0,0
MA,WI,m,70-74,0,0
MA,WI,m,75-79,0,0
MA,WI,m,80-84,0,0
MA,WI,m,85-89,0,0
MA,WI,m,90-94,0,0
MA,WI,m,95-99,0,0
MA,WI,f,00-04,0.000147737,0.000147737
MA,WI,f,05-09,0,7.38687E-05
MA,WI,f,10-14,0,4.92E-05
MA,WI,f,15-19,3.89E-05,1.30E-05
MA,WI,f,20-24,0.000154358,6.44E-05
MA,WI,f,25-29,5.45E-05,8.25829E-05
MA,WI,f,30-34,0.000198355,0.000135722
MA,WI,f,35-39,0.000137061,0.000129956
MA,WI,f,40-44,4.55E-05,0.000126975
MA,WI,f,45-49,3.78E-05,7.34561E-05
MA,WI,f,50-54,3.17E-05,3.83E-05
MA,WI,f,55-59,0,2.32E-05
MA,WI,f,60-64,3.25E-05,2.14E-05
MA,WI,f,65-69,0,1.08E-05
MA,WI,f,70-74,0,1.08E-05
MA,WI,f,75-79,2.11E-05,7.03E-06
MA,WI,f,80-84,0,7.03E-06
MA,WI,f,85-89,0,7.03E-06
MA,WI,f,90-94,4.53E-05,8.33E-06
MA,WI,f,95-99,0,8.33E-06
MA,WV,m,00-04,0,0
MA,WV,m,05-09,0,0
MA,WV,m,10-14,0,0
MA,WV,m,15-19,6.55E-05,2.18E-05
MA,WV,m,20-24,0.000108598,5.80E-05
MA,WV,m,25-29,5.40E-05,7.60347E-05
MA,WV,m,30-34,0,5.42E-05
MA,WV,m,35-39,1.97E-05,2.46E-05
MA,WV,m,40-44,0,6.55E-06
MA,WV,m,45-49,0,6.55E-06
MA,WV,m,50-54,0,0
MA,WV,m,55-59,0,0
MA,WV,m,60-64,2.27E-05,7.56E-06
MA,WV,m,65-69,0,7.56E-06
MA,WV,m,70-74,0,7.56E-06
MA,WV,m,75-79,0,0
MA,WV,m,80-84,0,0
MA,WV,m,85-89,0,0
MA,WV,m,90-94,0,0
MA,WV,m,95-99,0,0
MA,WV,f,00-04,0,0
MA,WV,f,05-09,3.53E-05,1.77E-05
MA,WV,f,10-14,0,1.18E-05
MA,WV,f,15-19,6.63E-05,3.39E-05
MA,WV,f,20-24,4.81E-05,3.82E-05
MA,WV,f,25-29,3.24E-05,4.90E-05
MA,WV,f,30-34,5.67E-05,4.57E-05
MA,WV,f,35-39,0,2.97E-05
MA,WV,f,40-44,0,1.89E-05
MA,WV,f,45-49,6.52E-06,2.17E-06
MA,WV,f,50-54,0,2.17E-06
MA,WV,f,55-59,0,2.17E-06
MA,WV,f,60-64,0,0
MA,WV,f,65-69,0,0
MA,WV,f,70-74,0,0
MA,WV,f,75-79,0,0
MA,WV,f,80-84,0,0
MA,WV,f,85-89,0,0
MA,WV,f,90-94,0,0
MA,WV,f,95-99,0,0
MA,WY,m,00-04,0,0
MA,WY,m,05-09,0,0
MA,WY,m,10-14,4.79E-05,1.60E-05
MA,WY,m,15-19,0,1.60E-05
MA,WY,m,20-24,0.000259507,0.000102461
MA,WY,m,25-29,7.20196E-05,0.000110509
MA,WY,m,30-34,0.000284159,0.000205229
MA,WY,m,35-39,0,0.000118726
MA,WY,m,40-44,0,9.47197E-05
MA,WY,m,45-49,0,0
MA,WY,m,50-54,3.48E-05,1.16E-05
MA,WY,m,55-59,0,1.16E-05
MA,WY,m,60-64,0,1.16E-05
MA,WY,m,65-69,0,0
MA,WY,m,70-74,0,0
MA,WY,m,75-79,0,0
MA,WY,m,80-84,0,0
MA,WY,m,85-89,0,0
MA,WY,m,90-94,0,0
MA,WY,m,95-99,0,0
MA,WY,f,00-04,1.31E-05,1.31E-05
MA,WY,f,05-09,0,6.55E-06
MA,WY,f,10-14,0,4.36E-06
MA,WY,f,15-19,0,0
MA,WY,f,20-24,0.000104793,3.49E-05
MA,WY,f,25-29,0,3.49E-05
MA,WY,f,30-34,1.26E-05,3.91E-05
MA,WY,f,35-39,2.65E-05,1.30E-05
MA,WY,f,40-44,0,1.30E-05
MA,WY,f,45-49,0,8.83E-06
MA,WY,f,50-54,0,0
MA,WY,f,55-59,1.90E-05,6.35E-06
MA,WY,f,60-64,0,6.35E-06
MA,WY,f,65-69,0,6.35E-06
MA,WY,f,70-74,0,0
MA,WY,f,75-79,0,0
MA,WY,f,80-84,0,0
MA,WY,f,85-89,0,0
MA,WY,f,90-94,0,0
MA,WY,f,95-99,0,0
MD,AK,m,00-04,0.000549168,0.000549168
MD,AK,m,05-09,4.59E-05,0.000297533
MD,AK,m,10-14,0,0.000198355
MD,AK,m,15-19,0,1.53E-05
MD,AK,m,20-24,0.000220063,7.33544E-05
MD,AK,m,25-29,0.000110407,0.000110157
MD,AK,m,30-34,4.51E-05,0.000125199
MD,AK,m,35-39,0.000232038,0.00012919
MD,AK,m,40-44,0,9.23881E-05
MD,AK,m,45-49,1.71E-05,8.30441E-05
MD,AK,m,50-54,0,5.70E-06
MD,AK,m,55-59,0,5.70E-06
MD,AK,m,60-64,0,0
MD,AK,m,65-69,0,0
MD,AK,m,70-74,0,0
MD,AK,m,75-79,0,0
MD,AK,m,80-84,0,0
MD,AK,m,85-89,0,0
MD,AK,m,90-94,0,0
MD,AK,m,95-99,0,0
MD,AK,f,00-04,5.60E-05,5.60E-05
MD,AK,f,05-09,0,2.80E-05
MD,AK,f,10-14,0,1.87E-05
MD,AK,f,15-19,0,0
MD,AK,f,20-24,0.000124751,4.16E-05
MD,AK,f,25-29,0.000339393,0.000154715
MD,AK,f,30-34,5.18E-05,0.000171994
MD,AK,f,35-39,0,0.000130411
MD,AK,f,40-44,0.000127547,5.98E-05
MD,AK,f,45-49,0,4.25E-05
MD,AK,f,50-54,0,4.25E-05
MD,AK,f,55-59,0,0
MD,AK,f,60-64,0,0
MD,AK,f,65-69,0,0
MD,AK,f,70-74,0,0
MD,AK,f,75-79,0,0
MD,AK,f,80-84,0,0
MD,AK,f,85-89,0,0
MD,AK,f,90-94,0,0
MD,AK,f,95-99,0,0
MD,AL,m,00-04,2.68E-05,2.68E-05
MD,AL,m,05-09,0.000353059,0.000189945
MD,AL,m,10-14,6.76128E-05,0.000149168
MD,AL,m,15-19,0.000409888,0.000276853
MD,AL,m,20-24,0.000302377,0.000259959
MD,AL,m,25-29,0.000224211,0.000312159
MD,AL,m,30-34,0.000162455,0.000229681
MD,AL,m,35-39,6.30E-05,0.000149874
MD,AL,m,40-44,0.000260564,0.000161992
MD,AL,m,45-49,6.06E-05,0.000128043
MD,AL,m,50-54,0.000130746,0.000150639
MD,AL,m,55-59,0.000114584,0.000101979
MD,AL,m,60-64,0.000120503,0.000121944
MD,AL,m,65-69,5.18E-05,9.56291E-05
MD,AL,m,70-74,7.8064E-05,8.34557E-05
MD,AL,m,75-79,0.000115775,8.18798E-05
MD,AL,m,80-84,0,6.46E-05
MD,AL,m,85-89,0.000477827,0.000129221
MD,AL,m,90-94,0,9.06294E-05
MD,AL,m,95-99,0,9.06294E-05
MD,AL,f,00-04,0.000351001,0.000351001
MD,AL,f,05-09,5.70E-05,0.000203977
MD,AL,f,10-14,0.000231739,0.000213231
MD,AL,f,15-19,0.000309929,0.00019954
MD,AL,f,20-24,0.00026163,0.000267766
MD,AL,f,25-29,2.66E-05,0.000199393
MD,AL,f,30-34,0.00013651,0.000141586
MD,AL,f,35-39,0.000204112,0.000122414
MD,AL,f,40-44,0.000118327,0.000152983
MD,AL,f,45-49,9.7981E-05,0.00014014
MD,AL,f,50-54,0.000187666,0.000134658
MD,AL,f,55-59,0.000107735,0.000131128
MD,AL,f,60-64,3.71E-05,0.000110838
MD,AL,f,65-69,0,4.83E-05
MD,AL,f,70-74,0.000110163,4.91E-05
MD,AL,f,75-79,0,3.67E-05
MD,AL,f,80-84,0,3.67E-05
MD,AL,f,85-89,0,0
MD,AL,f,90-94,0,0
MD,AL,f,95-99,0,0
MD,AR,m,00-04,0,0
MD,AR,m,05-09,3.71E-05,1.85E-05
MD,AR,m,10-14,7.28138E-05,3.66E-05
MD,AR,m,15-19,0,3.66E-05
MD,AR,m,20-24,5.04E-05,4.11E-05
MD,AR,m,25-29,4.93E-05,3.32E-05
MD,AR,m,30-34,3.79E-05,4.59E-05
MD,AR,m,35-39,0.000122315,6.98264E-05
MD,AR,m,40-44,0.00015337,0.00010453
MD,AR,m,45-49,0,9.18949E-05
MD,AR,m,50-54,0,5.11E-05
MD,AR,m,55-59,0,0
MD,AR,m,60-64,0,0
MD,AR,m,65-69,0,0
MD,AR,m,70-74,0,0
MD,AR,m,75-79,0,0
MD,AR,m,80-84,0,0
MD,AR,m,85-89,0,0
MD,AR,m,90-94,0,0
MD,AR,m,95-99,0,0
MD,AR,f,00-04,0,0
MD,AR,f,05-09,3.12E-05,1.56E-05
MD,AR,f,10-14,0.000388028,0.000139753
MD,AR,f,15-19,8.51E-06,0.000142592
MD,AR,f,20-24,0,0.000132181
MD,AR,f,25-29,9.48305E-05,3.44E-05
MD,AR,f,30-34,2.94E-05,4.14E-05
MD,AR,f,35-39,0.000354687,0.000159631
MD,AR,f,40-44,0.000156745,0.000180269
MD,AR,f,45-49,6.05E-05,0.00019065
MD,AR,f,50-54,7.03749E-05,9.58791E-05
MD,AR,f,55-59,5.80E-05,6.30E-05
MD,AR,f,60-64,3.52E-05,5.45E-05
MD,AR,f,65-69,0,3.11E-05
MD,AR,f,70-74,4.98E-05,2.83E-05
MD,AR,f,75-79,0,1.66E-05
MD,AR,f,80-84,0,1.66E-05
MD,AR,f,85-89,0,0
MD,AR,f,90-94,0,0
MD,AR,f,95-99,0,0
MD,AZ,m,00-04,0.000157416,0.000157416
